"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","83","This statement should have braces","Code Style","ControlStatementBraces"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","89","Avoid variables with short names like f","Code Style","ShortVariable"
"28","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","89","Parameter 'f' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"29","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","89","Public method and constructor comments are required","Documentation","CommentRequired"
"30","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","91","Avoid variables with short names like db","Code Style","ShortVariable"
"31","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","91","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"32","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","96","Public method and constructor comments are required","Documentation","CommentRequired"
"33","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/DBStack.java","3","98","Avoid variables with short names like s","Code Style","ShortVariable"
"1","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","9","Header comments are required","Documentation","CommentRequired"
"2","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","10","Avoid variables with short names like s","Code Style","ShortVariable"
"3","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","10","Field comments are required","Documentation","CommentRequired"
"4","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","11","Avoid excessively long variable names like fileLastModifiedList","Code Style","LongVariable"
"5","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","11","Field comments are required","Documentation","CommentRequired"
"6","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","12","Field comments are required","Documentation","CommentRequired"
"7","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","13","Field comments are required","Documentation","CommentRequired"
"8","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","1","13","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'switch_on' is not final.","Code Style","VariableNamingConventions"
"9","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","14","Avoid excessively long variable names like SQLLastModifiedList","Code Style","LongVariable"
"10","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","14","Field comments are required","Documentation","CommentRequired"
"11","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","1","14","Variables should start with a lowercase character, 'SQLLastModifiedList' starts with uppercase character.","Code Style","VariableNamingConventions"
"12","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","16","Avoid variables with short names like s","Code Style","ShortVariable"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","16","Parameter 's' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","16","Public method and constructor comments are required","Documentation","CommentRequired"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","25","Public method and constructor comments are required","Documentation","CommentRequired"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","46","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"17","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","47","Local variable 'newTime' could be declared final","Code Style","LocalVariableCouldBeFinal"
"18","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","48","Local variable 'lastModified' could be declared final","Code Style","LocalVariableCouldBeFinal"
"19","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","83","This statement should have braces","Code Style","ControlStatementBraces"
"20","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","92","Local variable 'tmpDir' could be declared final","Code Style","LocalVariableCouldBeFinal"
"21","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","93","Local variable 'fileList' could be declared final","Code Style","LocalVariableCouldBeFinal"
"22","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","99","Avoid variables with short names like db","Code Style","ShortVariable"
"23","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","99","Local variable 'db' could be declared final","Code Style","LocalVariableCouldBeFinal"
"24","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","106","This statement should have braces","Code Style","ControlStatementBraces"
"25","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","114","Local variable 'newTime' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","133","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","138","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","143","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"29","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","1","156","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'switch_On' is not final.","Code Style","VariableNamingConventions"
"30","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","3","156","Parameter 'switch_On' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"31","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","1","156","The instance method name 'setSwitch_on' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"32","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FileUpdater.java","1","164","The instance method name 'isSwitch_on' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"1","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","17","Comment is too large: Line too long","Documentation","CommentSize"
"2","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","21","Field comments are required","Documentation","CommentRequired"
"3","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","21","To avoid mistakes add a comment at the beginning of the type field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"4","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","21","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"5","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","22","Field comments are required","Documentation","CommentRequired"
"6","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","22","To avoid mistakes add a comment at the beginning of the not field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"7","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","22","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"8","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","23","Field comments are required","Documentation","CommentRequired"
"9","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","23","To avoid mistakes add a comment at the beginning of the input1 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"10","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","23","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"11","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","24","Field comments are required","Documentation","CommentRequired"
"12","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","24","To avoid mistakes add a comment at the beginning of the input2 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","24","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","25","Field comments are required","Documentation","CommentRequired"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","25","To avoid mistakes add a comment at the beginning of the input3 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","25","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"17","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","26","Field comments are required","Documentation","CommentRequired"
"18","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","26","To avoid mistakes add a comment at the beginning of the input4 field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"19","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","26","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"20","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","35","Comment is too large: Line too long","Documentation","CommentSize"
"21","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","57","Parameter 'arr' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"22","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","57","Public method and constructor comments are required","Documentation","CommentRequired"
"23","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","63","This statement should have braces","Code Style","ControlStatementBraces"
"24","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","71","Parameter 'scansList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"25","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","71","Public method and constructor comments are required","Documentation","CommentRequired"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","73","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","74","This statement should have braces","Code Style","ControlStatementBraces"
"28","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","75","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"29","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","76","This statement should have braces","Code Style","ControlStatementBraces"
"30","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","78","This statement should have braces","Code Style","ControlStatementBraces"
"31","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","83","Comment is too large: Line too long","Documentation","CommentSize"
"32","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","88","Comment is too large: Line too long","Documentation","CommentSize"
"33","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","90","Parameter 'scansList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"34","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","92","Local variable 'dateFormat' could be declared final","Code Style","LocalVariableCouldBeFinal"
"35","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","93","Local variable 'startTime' could be declared final","Code Style","LocalVariableCouldBeFinal"
"36","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","100","Local variable 'endTime' could be declared final","Code Style","LocalVariableCouldBeFinal"
"37","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","109","Local variable 'scanTime' could be declared final","Code Style","LocalVariableCouldBeFinal"
"38","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","117","Useless parentheses.","Code Style","UselessParentheses"
"39","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","117","Useless parentheses.","Code Style","UselessParentheses"
"40","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","124","Useless parentheses.","Code Style","UselessParentheses"
"41","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","124","Useless parentheses.","Code Style","UselessParentheses"
"42","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","135","Comment is too large: Line too long","Documentation","CommentSize"
"43","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","138","Parameter 'scansList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"44","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","140","Local variable 'minLon' could be declared final","Code Style","LocalVariableCouldBeFinal"
"45","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","141","Local variable 'minLat' could be declared final","Code Style","LocalVariableCouldBeFinal"
"46","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","142","Local variable 'maxLon' could be declared final","Code Style","LocalVariableCouldBeFinal"
"47","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","143","Local variable 'maxLat' could be declared final","Code Style","LocalVariableCouldBeFinal"
"48","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","145","Local variable 'min' could be declared final","Code Style","LocalVariableCouldBeFinal"
"49","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","146","Local variable 'max' could be declared final","Code Style","LocalVariableCouldBeFinal"
"50","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","150","Local variable 'singleScanCoor' could be declared final","Code Style","LocalVariableCouldBeFinal"
"51","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","152","Useless parentheses.","Code Style","UselessParentheses"
"52","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","157","Useless parentheses.","Code Style","UselessParentheses"
"53","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","4","157","Useless parentheses.","Code Style","UselessParentheses"
"54","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","170","Parameter 'scansList' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"55","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","172","Avoid variables with short names like ID","Code Style","ShortVariable"
"56","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","172","Local variable 'ID' could be declared final","Code Style","LocalVariableCouldBeFinal"
"57","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","1","172","Variables should start with a lowercase character, 'ID' starts with uppercase character.","Code Style","VariableNamingConventions"
"58","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","213","Public method and constructor comments are required","Documentation","CommentRequired"
"59","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","215","Avoid variables with short names like s","Code Style","ShortVariable"
"60","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","217","This statement should have braces","Code Style","ControlStatementBraces"
"61","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","219","This statement should have braces","Code Style","ControlStatementBraces"
"62","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","221","This statement should have braces","Code Style","ControlStatementBraces"
"63","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","222","Avoid variables with short names like s1","Code Style","ShortVariable"
"64","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","223","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"65","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","224","This statement should have braces","Code Style","ControlStatementBraces"
"66","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","225","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"67","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","226","This statement should have braces","Code Style","ControlStatementBraces"
"68","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","228","This statement should have braces","Code Style","ControlStatementBraces"
"69","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","233","To avoid mistakes add a comment at the beginning of the toSQLQuerry method if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"70","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","233","Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"71","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","235","Avoid variables with short names like s","Code Style","ShortVariable"
"72","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","237","This statement should have braces","Code Style","ControlStatementBraces"
"73","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","238","This statement should have braces","Code Style","ControlStatementBraces"
"74","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","244","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"75","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Filter.java","3","248","Avoid if (x != y) ..; else ..;","Code Style","ConfusingTernary"
"1","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","16","Public method and constructor comments are required","Documentation","CommentRequired"
"2","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","23","Avoid variables with short names like fs","Code Style","ShortVariable"
"3","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","23","Parameter 'fs' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"4","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","23","Public method and constructor comments are required","Documentation","CommentRequired"
"5","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","30","Avoid variables with short names like fs","Code Style","ShortVariable"
"6","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","30","Parameter 'fs' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"7","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","30","Public method and constructor comments are required","Documentation","CommentRequired"
"8","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","35","Public method and constructor comments are required","Documentation","CommentRequired"
"9","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","41","Public method and constructor comments are required","Documentation","CommentRequired"
"10","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","46","Public method and constructor comments are required","Documentation","CommentRequired"
"11","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","1","46","The instance method name 'Size' doesn't match '[a-z][a-zA-Z0-9]+'","Code Style","MethodNamingConventions"
"12","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","51","Public method and constructor comments are required","Documentation","CommentRequired"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","53","Avoid variables with short names like s","Code Style","ShortVariable"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","62","Public method and constructor comments are required","Documentation","CommentRequired"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","64","Avoid variables with short names like s","Code Style","ShortVariable"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/FilterStack.java","3","65","This statement should have braces","Code Style","ControlStatementBraces"
"1","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","11","Header comments are required","Documentation","CommentRequired"
"2","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","12","Field comments are required","Documentation","CommentRequired"
"3","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","13","Field comments are required","Documentation","CommentRequired"
"4","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","18","Avoid variables with short names like db","Code Style","ShortVariable"
"5","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","18","Parameter 'db' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"6","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","18","Parameter 'tableName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"7","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","18","Public method and constructor comments are required","Documentation","CommentRequired"
"8","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Avoid variables with short names like ip","Code Style","ShortVariable"
"9","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Parameter 'DBName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"10","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Parameter 'ip' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"11","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Parameter 'password' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"12","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Parameter 'port' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Parameter 'user' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","26","Public method and constructor comments are required","Documentation","CommentRequired"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","1","26","Variables should start with a lowercase character, 'DBName' starts with uppercase character.","Code Style","VariableNamingConventions"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","31","Public method and constructor comments are required","Documentation","CommentRequired"
"17","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","32","Avoid variables with short names like rs","Code Style","ShortVariable"
"18","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","61","Public method and constructor comments are required","Documentation","CommentRequired"
"19","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","62","Local variable 'table' could be declared final","Code Style","LocalVariableCouldBeFinal"
"20","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","63","Avoid variables with short names like rs","Code Style","ShortVariable"
"21","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","70","Local variable 'time' could be declared final","Code Style","LocalVariableCouldBeFinal"
"22","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","71","Local variable 'ssid' could be declared final","Code Style","LocalVariableCouldBeFinal"
